Made,Body,Year,Fuel_Type,Transmission,Condition,Price,Cylinder_Numbers,Engine_Size,Estimated_Mileage,Warranty,peakrpm,Owners
Nissan,Coupe,2012,Petrol,Manual,Good,10823.57073,3,2.042130979,29250.29251,14,6429,4
Chevrolet,Saloon,2003,Electric,Manual,Good,21880.87889,5,2.2585777,14903.55845,17,4985,2
Chevrolet,Hatchback,2016,Petrol,Automatic,Fair,32584.59214,6,2.63850947,9234.652699,9,4363,2
Toyota,Saloon,2022,Electric,Manual,Good,31074.72257,5,2.846846245,8730.442143,18,5043,2
Nissan,Saloon,2008,Electric,Manual,Good,10546.83715,2,1.798004804,34557.372,23,4631,2
Honda,SUV,2006,Petrol,Manual,Good,5759.902283,3,1.78474603,46445.69586,13,4699,2
Chevrolet,Hatchback,2019,Petrol,Manual,Fair,17252.46831,3,2.403302493,20209.47807,12,6096,4
Chevrolet,Hatchback,2016,Petrol,Automatic,Good,14248.63955,5,1.750125133,26240.82954,27,5464,2
Nissan,Saloon,2002,Petrol,Manual,Good,8218.272124,3,1.790055648,35092.29727,28,5761,3
Honda,SUV,2006,Petrol,Manual,Fair,4527.1055,2,2.328235735,44798.0651,33,5212,3
Honda,SUV,2003,Petrol,Manual,Good,5851.634669,2,2.237326013,42066.32157,21,4868,2
Toyota,Truck,2012,Hybrid,Automatic,Excellent,29388.04301,2,2.137760158,11769.60894,8,6272,1
Honda,SUV,2000,Petrol,Manual,Fair,5933.53644,3,1.911589327,38101.79673,27,5360,3
Honda,SUV,2002,Petrol,Manual,Good,7316.562374,3,2.251732816,39764.78314,31,4111,4
Ford,SUV,2003,Hybrid,Automatic,Good,18035.99052,5,2.538916148,20188.25219,21,6561,3
Toyota,Saloon,2019,Electric,Automatic,Good,31774.22051,3,2.575001584,10430.29349,21,4288,1
Chevrolet,Hatchback,2015,Petrol,Automatic,Good,19101.66937,5,2.781031949,16880.27834,12,4173,2
Nissan,Coupe,2014,Petrol,Manual,Fair,11541.14471,3,1.884616842,30610.53604,28,6072,2
Chevrolet,Hatchback,2014,Electric,Manual,Good,16990.10809,4,2.250946905,22913.43297,18,5251,4
Toyota,Saloon,2005,Hybrid,Manual,Good,33952.37519,6,2.624827487,6255.916209,18,6375,1
Nissan,Saloon,2002,Petrol,Manual,Fair,8084.970554,3,2.223646692,36179.99576,26,4445,2
Toyota,Truck,2013,Hybrid,Automatic,Excellent,24563.71718,2,3.293504744,12030.62218,24,4990,1
Honda,SUV,2006,Petrol,Manual,Fair,6607.667435,3,1.340482781,40257.47983,23,4655,2
Nissan,Saloon,2006,Petrol,Manual,Fair,8996.227202,3,2.543952876,38054.03133,12,6540,4
Honda,SUV,2008,Petrol,Manual,Fair,6427.543821,2,2.376433101,41859.72215,12,6202,2
Chevrolet,Hatchback,2015,Hybrid,Automatic,Excellent,21743.13229,5,2.529160881,17818.50407,25,4433,4
Chevrolet,Saloon,2004,Hybrid,Manual,Fair,19130.08329,5,2.273831266,20019.16893,23,4343,4
Nissan,Saloon,2000,Petrol,Manual,Good,9432.467991,3,1.858175381,34056.76467,12,5875,2
Nissan,Coupe,2009,Petrol,Manual,Good,11539.45202,3,2.425210784,33778.0743,29,4949,3
Toyota,Truck,2017,Hybrid,Automatic,Good,28562.26673,4,2.789651222,9141.745126,23,5187,1
Toyota,Hatchback,2009,Hybrid,Automatic,Excellent,25960.06006,4,2.068353988,14373.15198,27,6230,2
Honda,SUV,2004,Petrol,Manual,Good,6120.134098,2,2.511841886,38692.4417,9,6543,2
Nissan,Saloon,2006,Petrol,Manual,Good,9148.507254,2,2.066431665,32458.92819,14,5052,4
Chevrolet,Hatchback,2016,Electric,Manual,Fair,20529.26849,6,1.82126724,23306.07619,26,4407,4
Toyota,Saloon,2021,Electric,Manual,Excellent,30403.17175,6,3.034547833,4134.698047,21,5626,1
Toyota,Truck,2012,Hybrid,Automatic,Excellent,32326.58854,4,2.303304043,12076.85162,9,4489,2
Chevrolet,Saloon,2005,Hybrid,Manual,Fair,19290.69889,6,2.420396848,19139.88652,13,5679,2
Toyota,Truck,2016,Hybrid,Automatic,Excellent,23278.55512,4,3.015789794,13003.18424,8,6170,2
Honda,SUV,2004,Petrol,Manual,Good,6530.75434,2,1.934042891,43248.71261,14,5984,2
Nissan,Saloon,2008,Petrol,Manual,Good,8856.534539,2,2.141572586,31760.69756,12,6308,2
Chevrolet,Hatchback,2011,Electric,Manual,Good,18486.23655,3,2.037737822,19467.56832,14,5915,3
Nissan,Saloon,2008,Electric,Manual,Good,11814.70746,3,2.671262771,33825.77334,13,5584,2
Toyota,Truck,2016,Hybrid,Automatic,Excellent,31906.26872,5,2.907428555,7994.360853,35,6098,2
Toyota,Truck,2016,Electric,Automatic,Excellent,46526.62404,6,2.973762985,3915.606141,17,5785,1
Chevrolet,Hatchback,2013,Hybrid,Automatic,Good,17932.05111,6,1.920367552,12366.24196,19,6040,4
Honda,SUV,2008,Petrol,Manual,Good,7095.937395,3,2.066589036,40320.43182,33,6577,2
Ford,SUV,2004,Hybrid,Automatic,Good,21437.02009,3,2.605345532,19774.57534,29,5522,2
Chevrolet,Saloon,2004,Hybrid,Manual,Good,13614.67584,2,2.311847612,23051.02014,15,4437,4
Ford,SUV,2019,Hybrid,Manual,Good,25087.55371,5,2.434035417,14145.37998,26,5307,1
Ford,SUV,2016,Hybrid,Manual,Good,22498.47418,6,2.649350541,11901.78065,22,6551,1
Honda,SUV,2007,Petrol,Manual,Fair,7984.181965,3,2.241203456,34189.23014,16,4386,3
Ford,SUV,2016,Hybrid,Automatic,Excellent,30529.44618,5,2.881450234,8753.268155,15,4204,2
Ford,SUV,2004,Electric,Manual,Excellent,21244.13075,2,2.476433525,11008.39583,18,6538,2
Honda,SUV,2003,Petrol,Manual,Fair,6894.676841,3,2.168597407,43611.86648,30,5442,3
Ford,SUV,2005,Electric,Automatic,Good,16101.76367,6,2.172705354,22242.2562,7,5093,2
Ford,SUV,2003,Hybrid,Manual,Excellent,25357.34317,6,2.851085292,14962.67347,6,5150,2
Ford,SUV,2006,Electric,Automatic,Excellent,25255.42898,6,2.028530411,12959.96437,27,5274,1
Chevrolet,Saloon,2006,Electric,Automatic,Good,31020.98661,6,2.587775888,5625.673853,6,4884,2
Chevrolet,Hatchback,2017,Hybrid,Automatic,Good,18495.30633,2,2.058132458,21079.13808,21,5969,1
Chevrolet,Hatchback,2009,Electric,Automatic,Good,15215.06284,5,2.336341678,25316.58861,15,4394,2
Honda,SUV,2008,Petrol,Manual,Fair,7051.90586,3,2.334491756,42536.18711,31,4256,2
Toyota,Saloon,2003,Electric,Manual,Excellent,42931.1888,6,2.600788957,4500.792115,34,5861,1
Ford,SUV,2005,Electric,Manual,Good,29971.02141,6,2.837739558,7133.385511,15,4462,1
Ford,Hatchback,2008,Petrol,Manual,Good,33876.52027,6,2.722562909,5429.596884,12,5861,1
Honda,SUV,2003,Petrol,Manual,Fair,5331.922705,3,1.598241702,40549.80637,14,5600,2
Ford,SUV,2013,Hybrid,Manual,Good,22059.981,3,2.595061639,12554.19579,12,6497,1
Chevrolet,Hatchback,2011,Electric,Manual,Good,19471.49847,5,2.68079812,17069.10113,34,4958,2
Toyota,Saloon,2019,Hybrid,Manual,Good,27354.76093,2,2.482013793,9280.232009,6,5245,1
Nissan,Saloon,2003,Electric,Manual,Good,10337.7364,3,2.150705061,32456.12103,31,5542,3
Ford,SUV,2020,Electric,Automatic,Excellent,21403.41018,6,2.271723102,14850.4739,18,5684,1
Chevrolet,Hatchback,2011,Petrol,Manual,Good,12291.1265,3,1.222741667,25736.75394,10,5657,2
Nissan,Saloon,2000,Petrol,Manual,Fair,8560.10529,3,2.038899428,35618.02039,8,4893,4
Toyota,Saloon,2021,Hybrid,Automatic,Good,33040.97803,4,2.627910712,4272.248535,34,4235,1
Nissan,Saloon,2006,Petrol,Manual,Good,8769.416307,3,1.855126906,35109.45032,18,6270,2
Chevrolet,Hatchback,2009,Hybrid,Automatic,Good,18531.58421,5,1.723363129,18465.39052,32,5941,4
Nissan,Coupe,2012,Petrol,Manual,Good,9791.41015,3,1.994063919,33613.71996,17,4529,3
Honda,SUV,2002,Petrol,Manual,Fair,6383.664093,2,1.801437672,36582.98118,14,6288,4
Nissan,Saloon,2000,Petrol,Manual,Good,7697.054058,2,2.244898597,33744.5283,23,4897,2
Ford,SUV,2015,Hybrid,Automatic,Excellent,27272.09257,3,2.62868426,9615.244269,32,4695,1
Ford,SUV,2015,Hybrid,Automatic,Good,23602.57483,6,1.710985751,13645.90221,10,4918,1
Honda,SUV,2003,Petrol,Manual,Fair,8510.282795,3,1.688640586,34422.35294,10,5201,3
Chevrolet,Hatchback,2009,Petrol,Manual,Good,16881.16306,3,2.317337666,23803.48508,7,5488,2
Ford,Hatchback,2012,Hybrid,Manual,Good,27908.48923,5,2.664237564,8368.407479,11,5338,1
Toyota,Saloon,2005,Hybrid,Automatic,Good,24060.49043,3,2.18630401,14143.44483,12,4789,1
Ford,Hatchback,2011,Hybrid,Automatic,Excellent,31676.86558,6,2.941905657,7869.1788,6,4702,1
Ford,SUV,2013,Hybrid,Manual,Good,26922.85723,4,2.749324088,11910.53934,8,5842,1
Chevrolet,Hatchback,2012,Petrol,Manual,Fair,14144.14467,6,2.121406227,26809.92395,25,6010,3
Nissan,Saloon,2003,Petrol,Manual,Good,11810.58685,2,1.972930131,31309.0606,7,4486,2
Ford,Hatchback,2010,Hybrid,Manual,Excellent,27100.98502,6,2.211194494,16376.30581,15,5781,1
Honda,SUV,2000,Petrol,Manual,Fair,5732.795004,2,2.111750538,41465.56772,16,4327,2
Nissan,Saloon,2006,Petrol,Manual,Good,7280.245439,3,1.943559931,34810.32731,26,4553,3
Toyota,Hatchback,2010,Hybrid,Manual,Excellent,31989.89585,3,2.246298789,8443.710061,18,4865,1
Chevrolet,Hatchback,2020,Electric,Manual,Good,23182.89727,2,2.532641882,15534.29526,21,6011,2
Toyota,Hatchback,2007,Hybrid,Manual,Good,31595.62229,4,2.373814067,4673.564085,25,5395,2
Nissan,Coupe,2017,Petrol,Manual,Fair,11004.47709,3,2.290823557,32151.1649,16,6297,2
Nissan,Saloon,2008,Petrol,Manual,Fair,10536.43151,3,2.541535866,30768.61904,23,4563,2
Nissan,Saloon,2006,Electric,Manual,Fair,11288.59712,3,2.520606838,28855.05317,16,5551,2
Toyota,Saloon,2005,Hybrid,Manual,Good,24690.17223,4,2.386753085,12090.85242,6,4890,1
Nissan,Saloon,2002,Petrol,Manual,Good,6978.028914,3,1.931754706,38301.66031,29,4272,4
Toyota,Truck,2017,Hybrid,Automatic,Excellent,29795.43583,4,2.618846158,10031.96925,23,6056,2
Nissan,Saloon,2001,Petrol,Manual,Good,10288.88437,3,2.068206062,33118.33224,25,4294,4
Honda,SUV,2000,Petrol,Manual,Fair,4796.4027,3,2.534565061,43318.17054,33,5470,2
Nissan,Saloon,2002,Petrol,Manual,Fair,6410.742572,2,2.084218653,43723.0824,31,4540,2
Toyota,Truck,2015,Electric,Manual,Good,26406.85824,6,2.391187769,9790.964174,10,4787,2
Ford,SUV,2006,Hybrid,Manual,Good,23378.37874,4,1.883664647,10455.08845,7,5900,2
Nissan,Coupe,2011,Petrol,Manual,Fair,9339.996396,3,1.726900793,33510.13175,31,5658,4
Ford,Hatchback,2009,Electric,Automatic,Excellent,26318.25718,5,2.324483656,11686.64326,30,5534,2
Honda,SUV,2007,Petrol,Manual,Good,5454.856351,3,2.275239449,39704.07323,23,6371,4
Chevrolet,Hatchback,2013,Hybrid,Manual,Good,20061.76864,3,2.074083204,13890.039,27,4881,1
Honda,SUV,2004,Petrol,Manual,Fair,6894.53126,2,1.775275468,39382.62542,12,4158,4
Nissan,Saloon,2007,Petrol,Manual,Fair,5709.105837,3,2.123781061,42119.47608,27,4833,2
Ford,SUV,2017,Hybrid,Manual,Excellent,23725.35115,3,1.948166854,14820.38353,16,4480,2
Ford,SUV,2004,Hybrid,Manual,Excellent,24800.49926,3,2.569286039,14644.21906,16,4430,1
Toyota,Truck,2016,Hybrid,Automatic,Excellent,29740.4095,6,2.598311149,8036.438344,33,4746,1
Ford,SUV,2022,Hybrid,Manual,Good,26195.93808,5,2.385852377,8958.838599,18,5637,2
Toyota,Saloon,2004,Electric,Manual,Good,17245.35395,3,2.543943201,19220.56075,9,5970,3
Chevrolet,Hatchback,2016,Hybrid,Manual,Good,18286.98919,3,2.285857691,18618.77841,6,5144,2
Nissan,Saloon,2008,Petrol,Manual,Good,9310.800942,3,2.076904432,31931.70281,23,4554,2
Toyota,Saloon,2018,Hybrid,Automatic,Excellent,31374.28608,4,2.932282998,10152.66018,17,6105,1
Chevrolet,Hatchback,2011,Hybrid,Automatic,Good,14404.11862,3,2.457960205,22836.87711,31,5033,2
Ford,Hatchback,2011,Hybrid,Automatic,Good,23989.71199,2,2.664109452,13525.78233,33,5948,1
Ford,SUV,2014,Electric,Manual,Good,27485.30757,4,2.379514518,9428.859189,15,5341,1
Chevrolet,Hatchback,2008,Hybrid,Automatic,Excellent,20281.23151,6,1.407465535,17596.894,33,4161,4
Ford,SUV,2017,Hybrid,Manual,Good,23382.4289,5,2.81397253,14915.04141,35,4254,2
Chevrolet,Hatchback,2020,Hybrid,Automatic,Good,21539.29015,6,2.959596131,13041.70561,27,4442,1
Toyota,Saloon,2003,Hybrid,Manual,Good,22344.57948,5,1.926765121,14983.02749,13,6175,3
Toyota,Truck,2016,Hybrid,Automatic,Excellent,29660.81446,3,3.141256224,9710.71125,35,5356,2
Chevrolet,Saloon,2006,Hybrid,Automatic,Fair,20694.63953,4,2.515727482,18686.08073,8,5673,1
Toyota,Truck,2015,Petrol,Automatic,Good,19159.16035,2,1.833048673,20079.53618,12,6288,3
Toyota,Saloon,2022,Electric,Manual,Excellent,32514.43085,3,2.630158367,9867.929499,30,6533,1
Toyota,Hatchback,2008,Petrol,Manual,Fair,17757.20058,4,2.196222361,20255.25948,25,4454,2
Honda,SUV,2002,Petrol,Manual,Fair,6573.734775,3,1.893810707,36344.66773,16,6368,3
Nissan,Saloon,2006,Petrol,Manual,Fair,8996.777766,3,2.237571943,32103.8234,12,5050,3
Ford,Hatchback,2010,Hybrid,Manual,Good,28049.39919,4,2.505359806,12284.15694,12,4326,2
Honda,SUV,2008,Petrol,Manual,Fair,6529.789707,2,1.798865568,40310.69811,13,5600,3
Toyota,Hatchback,2006,Electric,Manual,Good,34954.50441,3,3.282894539,4646.899137,33,6371,1
Chevrolet,Hatchback,2021,Hybrid,Manual,Good,21410.24411,4,2.547473545,15480.77419,31,4349,1
Toyota,Truck,2016,Hybrid,Manual,Good,42659.24159,6,2.680472941,6349.416138,14,4469,1
Nissan,SUV,2016,Petrol,Manual,Fair,11507.51419,3,2.607588963,28255.5714,8,6499,4
Toyota,Hatchback,2010,Electric,Automatic,Good,25484.04232,2,2.367342111,6378.247829,16,5967,2
Chevrolet,Saloon,2005,Hybrid,Automatic,Good,14732.3445,2,2.329717318,22104.72744,22,6320,2
Nissan,Saloon,2002,Petrol,Manual,Good,9013.882735,2,2.471032699,31540.32081,13,4307,2
Toyota,Saloon,2005,Hybrid,Automatic,Excellent,25426.1417,5,2.597692483,12439.30823,25,6531,2
Nissan,Saloon,2001,Petrol,Manual,Good,5038.27019,3,2.383404557,42149.09529,7,5398,2
Ford,SUV,2014,Hybrid,Manual,Excellent,29534.65807,6,3.101446198,7791.162283,26,6572,2
Ford,Hatchback,2009,Hybrid,Manual,Good,23611.96948,5,2.460466635,18684.42814,25,5224,2
Toyota,Saloon,2020,Hybrid,Automatic,Excellent,30820.20218,5,3.209581356,8756.159844,6,4922,1
Nissan,Saloon,2004,Petrol,Manual,Good,9940.78028,3,1.703433045,30247.20207,21,6095,2
Chevrolet,Hatchback,2010,Electric,Automatic,Good,13376.11124,2,2.384102569,24971.86767,33,4295,2
Toyota,Saloon,2021,Hybrid,Automatic,Excellent,26397.11675,2,2.46837443,10411.96917,28,6082,2
Ford,SUV,2015,Hybrid,Automatic,Excellent,23520.60127,3,2.670470969,17544.80716,9,5587,2
Ford,Hatchback,2010,Electric,Manual,Good,21257.20381,4,2.513796005,15616.02523,29,6340,2
Toyota,Hatchback,2009,Hybrid,Automatic,Good,24048.50636,6,2.779446854,11908.70233,14,4231,2
Nissan,Saloon,2006,Petrol,Manual,Fair,9739.770351,2,2.11939171,33907.11381,13,5291,4
Ford,SUV,2015,Electric,Manual,Fair,14182.96906,4,2.712047566,27772.68885,6,4417,2
Nissan,Saloon,2003,Electric,Manual,Good,10240.08302,3,2.213127883,32680.24397,13,4298,3
Ford,SUV,2018,Electric,Manual,Excellent,26415.99995,2,2.409486183,9891.304168,10,5349,2
Ford,SUV,2006,Hybrid,Manual,Good,26003.67777,5,2.575826472,14130.96797,6,4804,1
Honda,SUV,2002,Petrol,Manual,Fair,5918.553081,2,1.811444519,43320.1468,30,4555,3
Ford,Hatchback,2011,Hybrid,Manual,Excellent,31856.5654,3,2.277732841,7306.149079,30,4587,2
Chevrolet,Hatchback,2014,Hybrid,Manual,Good,19532.95997,5,2.264891715,17535.33909,12,5626,2
Toyota,Saloon,2019,Hybrid,Manual,Excellent,23910.7164,2,2.855878698,13539.1027,20,4930,1
Toyota,Saloon,2005,Electric,Manual,Good,19805.65859,5,2.400549272,19343.34985,12,4163,1
Nissan,Saloon,2000,Petrol,Manual,Fair,7652.609529,3,2.254298317,36805.48873,32,4609,3
Ford,Hatchback,2009,Hybrid,Automatic,Good,25599.49435,2,2.707824281,17241.16959,6,4527,1
Chevrolet,Hatchback,2018,Hybrid,Manual,Fair,20165.57097,4,1.875612815,19976.02202,14,4983,2
Nissan,Saloon,2002,Petrol,Manual,Fair,9886.403107,2,2.202927181,33079.2319,6,6582,2
Honda,SUV,2006,Petrol,Manual,Fair,6143.434365,3,1.842820953,39116.56037,13,5963,4
Nissan,SUV,2011,Petrol,Manual,Good,9191.340891,2,2.143436586,35249.38811,17,5674,2
Nissan,SUV,2009,Petrol,Manual,Good,10438.94811,2,2.303552254,28489.5844,12,6178,2
Ford,SUV,2003,Hybrid,Automatic,Excellent,20896.05051,3,2.11824053,17029.36579,30,4193,3
Honda,SUV,2002,Petrol,Manual,Fair,6180.439831,3,2.160349791,42359.93985,14,6471,2
Nissan,Saloon,2000,Petrol,Manual,Fair,9838.884129,2,1.806742626,33258.53145,10,5040,2
Chevrolet,Hatchback,2015,Electric,Manual,Good,19730.35189,6,2.974563931,16283.371,17,6217,4
Chevrolet,Hatchback,2014,Petrol,Manual,Good,15545.13407,5,1.987239394,21065.39969,13,4825,2
Toyota,Hatchback,2007,Hybrid,Automatic,Good,36978.35235,6,3.100060991,5195.639075,27,4185,1
Honda,SUV,2007,Petrol,Manual,Good,6249.792822,2,1.824446709,40722.41811,7,5109,3
Honda,SUV,2002,Petrol,Manual,Fair,6407.00933,3,2.084496391,41929.58129,23,6182,2
Toyota,Saloon,2021,Electric,Automatic,Good,25973.56285,6,2.780386599,9413.750583,31,5929,2
Nissan,Saloon,2004,Petrol,Manual,Good,5629.332407,3,1.475468021,40013.6875,14,6596,2
Honda,SUV,2002,Petrol,Manual,Good,6532.565356,3,2.608630557,41989.05327,13,4853,2
Chevrolet,Hatchback,2014,Hybrid,Manual,Excellent,25705.2541,4,3.013210503,12667.65179,6,5833,1
Chevrolet,Saloon,2007,Electric,Automatic,Excellent,20754.61838,6,3.117247571,15940.77202,15,5744,4
Ford,SUV,2016,Electric,Manual,Fair,16175.54554,4,2.017578174,21970.04707,33,5104,3
Honda,SUV,2001,Petrol,Manual,Good,5794.602436,3,1.863799628,41240.5305,33,6321,2
Nissan,Saloon,2004,Petrol,Manual,Fair,9407.059888,3,1.539530991,31620.37458,19,5829,3
Toyota,Saloon,2019,Hybrid,Automatic,Excellent,24395.52283,4,2.333797477,12230.35932,26,5037,1
Toyota,Truck,2011,Petrol,Automatic,Fair,19805.44319,3,2.03466284,18034.70383,19,6553,1
Nissan,Saloon,2008,Petrol,Manual,Fair,8360.450466,3,2.311388735,35969.98326,12,6149,4
Ford,Hatchback,2009,Hybrid,Manual,Good,27735.30887,5,3.159070974,11360.58752,17,5161,2
Toyota,Saloon,2019,Hybrid,Manual,Excellent,29735.73575,5,2.076896494,7609.585675,31,5455,2
Honda,SUV,2002,Petrol,Manual,Fair,6088.346523,2,2.469325176,42214.81758,27,4731,4
Ford,SUV,2005,Hybrid,Automatic,Excellent,27792.3819,5,2.357052266,14386.85555,27,4299,2
Honda,SUV,2006,Petrol,Manual,Good,5543.170986,3,2.035230468,40290.66265,11,5815,2
Chevrolet,Hatchback,2019,Hybrid,Manual,Fair,16971.51012,2,2.47268867,21384.63258,18,6561,2
Ford,Hatchback,2012,Hybrid,Automatic,Good,22541.26753,3,2.87343907,13228.80149,13,6279,3
Toyota,Truck,2017,Hybrid,Manual,Good,18242.94462,3,2.602825435,19360.86169,28,5756,2
Ford,Hatchback,2010,Electric,Automatic,Good,22976.67554,3,2.540870355,12772.08785,26,6404,1
Ford,SUV,2018,Electric,Automatic,Excellent,30551.5226,4,2.595991263,9650.548343,31,6445,2
Ford,SUV,2013,Hybrid,Manual,Excellent,30114.23878,2,3.009934329,5581.955083,7,6175,1
Ford,SUV,2018,Hybrid,Manual,Good,24468.86118,3,2.037951176,11415.2168,15,5032,2
Honda,SUV,2005,Petrol,Manual,Good,5981.2716,3,1.816751489,35289.13024,11,5234,2
Chevrolet,Hatchback,2011,Hybrid,Automatic,Good,23306.77314,5,2.408805891,14904.95356,21,6116,2
Nissan,Saloon,2004,Petrol,Manual,Fair,9330.04622,2,2.02343007,35964.85734,15,5643,2
Ford,Hatchback,2007,Hybrid,Automatic,Good,21926.08021,4,2.3822703,16478.03416,20,4423,3
Toyota,Hatchback,2008,Hybrid,Automatic,Good,30785.52877,4,3.054099805,9661.770085,26,4615,1
Ford,SUV,2003,Electric,Manual,Good,17155.59052,4,2.293783708,18244.6861,25,5199,2
Toyota,Saloon,2004,Hybrid,Automatic,Excellent,25445.1946,3,2.30437725,12758.10803,15,4909,2
Honda,SUV,2007,Petrol,Manual,Fair,6134.342773,2,2.291724247,40323.20488,16,5382,2
Toyota,Saloon,2019,Electric,Automatic,Good,28576.60155,6,2.836746571,13978.86234,26,6410,2
Nissan,Saloon,2004,Petrol,Manual,Good,8811.578356,2,2.219375203,33191.66371,30,5704,2
Chevrolet,Hatchback,2008,Petrol,Manual,Fair,17489.84786,5,2.526397244,18789.00366,33,5186,2
Toyota,Truck,2014,Hybrid,Automatic,Good,26467.72711,6,2.516912131,10458.19819,34,5205,1
Toyota,Truck,2014,Hybrid,Automatic,Excellent,24727.69662,5,2.449625541,10866.99254,7,4580,2
Chevrolet,Hatchback,2015,Petrol,Manual,Good,17443.56508,3,2.120447833,23200.39476,27,5608,4
Nissan,SUV,2013,Electric,Manual,Good,10949.15663,2,1.493215817,31794.40751,32,4616,2
Ford,SUV,2019,Hybrid,Manual,Excellent,26323.97049,3,2.223632216,8805.114447,30,4960,1
Toyota,Truck,2017,Electric,Manual,Excellent,28590.01088,5,3.114700346,6684.705008,33,5521,2
Chevrolet,Hatchback,2009,Petrol,Automatic,Good,13069.48115,6,2.393186536,24383.27528,15,4872,2
Honda,SUV,2000,Petrol,Manual,Good,6629.790726,3,2.013564036,38780.14112,13,5518,2
Chevrolet,Saloon,2005,Petrol,Automatic,Good,15478.15265,4,2.328725351,22792.03738,26,4616,2
Honda,SUV,2007,Petrol,Manual,Good,8191.490662,3,1.678196266,36250.65031,17,5673,2
Nissan,Saloon,2005,Petrol,Manual,Good,9686.219917,2,2.548979266,31803.3262,16,5999,3
Ford,SUV,2006,Electric,Manual,Excellent,23215.62476,5,2.911990345,12878.77904,27,5185,3
Chevrolet,Hatchback,2015,Electric,Manual,Good,22557.01976,3,2.254112171,17731.04749,20,4900,1
Toyota,Truck,2016,Electric,Manual,Excellent,32042.90455,3,2.784304096,4657.685231,31,5127,1
Nissan,SUV,2004,Petrol,Manual,Fair,9344.180108,2,1.833587409,38917.32062,33,5379,3
Chevrolet,Hatchback,2009,Electric,Automatic,Fair,14470.05626,2,2.377409477,28292.19514,9,4264,2
Toyota,Truck,2017,Hybrid,Automatic,Fair,17181.84852,3,2.551470236,20362.0138,10,5106,3
Chevrolet,Hatchback,2010,Electric,Manual,Good,14857.65971,5,2.18400088,24800.20007,29,4882,3
Honda,SUV,2007,Petrol,Manual,Fair,6521.006599,2,2.172235283,40842.59573,33,6287,4
Chevrolet,Saloon,2005,Hybrid,Manual,Fair,17556.99584,2,2.033462922,17808.74816,6,4624,2
Chevrolet,Hatchback,2008,Petrol,Automatic,Good,15189.27469,4,2.659246193,23331.83519,6,4404,2
Chevrolet,Hatchback,2008,Electric,Manual,Good,16823.45238,2,2.54222957,20368.82418,15,5037,3
Nissan,SUV,2012,Petrol,Automatic,Good,12275.46873,3,1.708761025,27331.77006,9,5591,3
Chevrolet,Saloon,2007,Hybrid,Automatic,Excellent,21358.84055,2,2.460307453,15313.71153,18,6420,2
Toyota,Truck,2013,Electric,Manual,Excellent,34763.49733,3,3.081156803,7482.504117,19,5814,1
Honda,SUV,2002,Petrol,Manual,Fair,5510.190058,2,1.977355078,41137.31271,31,4494,4
Honda,SUV,2005,Petrol,Manual,Good,7006.961056,2,2.09188143,40401.81392,24,5038,2
Chevrolet,Saloon,2004,Hybrid,Manual,Fair,20109.74534,5,2.315466379,17516.25303,10,6466,3
Nissan,SUV,2003,Electric,Manual,Good,11902.54098,2,1.812247619,30562.32852,16,6535,2
Nissan,SUV,2005,Petrol,Manual,Good,9717.355887,2,2.382509307,30809.16084,31,5441,4
Toyota,Truck,2013,Electric,Manual,Good,22086.20366,2,2.396593342,19614.3514,13,4345,2
Chevrolet,Hatchback,2015,Hybrid,Manual,Fair,15294.72852,3,2.356050129,21188.66739,6,5357,2
Honda,SUV,2008,Petrol,Manual,Fair,6186.696006,3,2.183237205,41585.42611,10,5268,2
Nissan,SUV,2008,Petrol,Manual,Fair,9816.044521,3,1.796251397,36643.93787,14,6259,2
Chevrolet,Hatchback,2011,Petrol,Automatic,Fair,18818.0817,5,2.093983219,20901.33697,26,4406,1
Nissan,SUV,2005,Petrol,Manual,Good,7606.158105,3,2.032774316,39050.36684,23,5241,2
Nissan,SUV,2013,Petrol,Manual,Fair,11640.83441,3,2.600458895,28261.73297,18,6103,2
Honda,SUV,2004,Petrol,Manual,Good,4847.201479,3,1.690206588,44419.81233,10,6417,2
Ford,SUV,2015,Hybrid,Automatic,Good,29162.8051,3,2.782900345,10503.11304,29,6300,2
Toyota,Truck,2014,Hybrid,Manual,Good,24385.50263,2,2.409431628,10087.68214,31,6116,1
